,GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),"Population, total",Urban population (% of total),Population growth (annual %),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Access to electricity (% of population),Fossil fuel energy consumption (% of total),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita),Total greenhouse gas emissions (per capita),Demand (TWh),Country
2023-12-31,17424309426.566833,34234.056744035195,69.23490227537854,13.318694678533241,-1.5574063258546769,456393.752246365,78.99995224227713,0.5634532126346079,9388.440671745304,10099.847798964916,100.0,99.99590954131304,106.49172678343831,123.09639574010495,6.847118493328635,27.807731905988966,32.758057280481424,5.5209040915182035,Brunei
2024-12-31,23579565309.34665,40292.91532386138,79.06770951373005,11.13399695426232,-3.0142748979056413,455752.3944168307,79.03864985219082,0.48748413038305216,9943.23258624153,10127.8079223877,100.0,99.99565217340695,111.50435759867526,149.74195784899672,6.703787408434934,26.456914928435157,30.122047450500432,4.957357478649845,Brunei
2025-12-31,30986393762.940834,50732.267606679074,90.54132531493543,7.986480902068582,-3.1214430090734875,456225.7480794527,79.07897691905127,0.6097660608767781,12767.457665226615,9917.806562302716,100.0,99.9961646089006,109.84658167081628,150.23560045025818,6.808161277303528,30.10982558974463,38.38193995871374,4.518226134913171,Brunei
2026-12-31,26282330465.85887,57708.92489628571,79.46237758799101,6.189277370115394,-0.7127349777559933,456715.2438533446,79.05673261878994,0.7591362268322843,12570.956607171214,10046.514101910481,100.0,99.9979870282993,109.57017103289121,173.18970964960766,6.026022292993963,33.55949904424716,42.232256606618805,4.579176712348543,Brunei
2027-12-31,26383683350.42293,59710.61321208081,76.42503270549629,2.8412433261975316,-0.32322849783014806,459760.8601986966,79.10054572002716,1.180997235243584,11262.789294690012,10067.544592418753,100.0,99.99652180988582,110.20850087670104,197.3891244405499,5.59320352335954,27.231848242322158,35.09981005374763,4.636429675516572,Brunei
2028-12-31,28955843354.735294,57691.398960679086,77.51453454868262,1.5623791802345162,2.7578680256863826,466095.1846131932,79.26361996360211,1.544407621420816,13518.166619201818,9682.311662216558,100.0,99.99483383658709,104.40818176513753,181.48032887716545,6.059167805607458,26.847208443156532,37.42141110262702,4.466617577608147,Brunei
2029-12-31,22706494930.030327,55594.9476439734,63.442531265517395,1.6434837133196951,3.8634894812451277,472369.0712067434,79.44480544708841,1.503912092796188,12213.42686638416,9759.202788299775,100.0,99.9936547126288,104.117778641358,192.31438331878311,6.268211774682815,22.074604751583045,29.638235401531205,4.558338247382845,Brunei
2030-12-31,25126627267.278065,54844.445218511566,64.17480785847117,0.18791835942601187,3.249227789315907,479117.5860742935,79.70498861033784,1.411167348349569,9461.136802053918,10141.549411324499,100.0,99.98896115619424,112.16360911124954,191.34908126492525,7.332965440463186,15.109351570788904,19.983415533984115,5.165022014676517,Brunei
2031-12-31,28191474271.23879,53493.98386123956,68.42655840888845,1.8106131520167057,8.6054966849481,485594.2441895881,80.01257663196381,1.1427901238093667,11208.915153398479,10644.99199628254,100.0,99.9877169293898,109.65193094413154,157.38713654478155,8.685806100931313,18.38173548982342,24.16031358367844,5.528401553467706,Brunei
2032-12-31,20540467963.01352,52299.82668457416,56.864434555096466,2.948128556297345,5.434908987424615,489754.60457013303,80.29500396163681,0.6996291471731717,8792.602016973242,11480.488617376555,100.0,99.98794829036899,107.00076603452703,157.5981404225015,9.328073576863593,13.737611640140123,16.433944908926286,5.688967468086373,Brunei
2033-12-31,17923204407.092087,46940.138971221066,52.539828413822036,3.0868968801538608,-1.1398156392700116,493545.2514345498,80.61724997805663,0.4927537484481742,7108.2661743384015,12118.046497045185,100.0,99.98709877104149,125.13603013180166,144.88795725701024,10.054880322631366,12.233603519143875,14.20735035997304,6.334406053801494,Brunei
2034-12-31,12579208325.105347,34946.99175296045,47.10488725604604,6.90055424302891,4.2857864089321795,496251.6310309781,80.89840226824191,0.3078203215536355,9116.145644258366,12320.321252833051,100.0,99.9899210832137,133.16211802313646,124.89177960418706,9.201411968774766,20.114523588230714,23.304270320655867,6.166993374669413,Brunei
2035-12-31,7564246278.564999,24653.24566808859,43.80538509522161,7.241032949087661,-1.4323589581938383,497497.40991322754,81.13063533566483,0.15714929233579888,7527.858064251554,12297.952421586087,100.0,99.9917991839774,142.13423545677477,155.333016040277,8.46923791533659,15.22748730932198,16.305490147932247,5.347140902275927,Brunei
2023-12-31,43012621265.336914,2480.937939140138,43.839592999335075,28.704289586814458,6.179094341726173,17509405.13695487,25.515417119584427,1.2115360557506336,451.0932986833544,261.14813339383295,106.24334850269165,28.150809301774142,59.2601320922532,124.40463297968597,24.442868037563592,1.060314576312435,2.94856162916537,16.570084927711598,Cambodia
2024-12-31,44639270870.37161,2593.9439113145345,49.34830049050753,32.70493383189065,12.205982805010816,17632163.22182161,26.004596984404188,1.20486999333455,422.26977642378836,283.91769964582244,102.36751807992141,35.50458731034863,68.14716140168552,139.20587713034433,23.854486670056012,1.215459008519437,3.1127394157961974,18.197834508499035,Cambodia
2025-12-31,46520377518.58174,2649.493268139733,49.37161684104633,33.59649931949898,16.945846725968693,18016697.352195624,26.30173004070981,1.282019240523815,294.907487203883,296.61898954100354,112.65295157707261,45.44775681295131,67.76166278724054,145.48447007131864,24.774028095965946,1.2368357617737054,3.2238775491073324,18.892989733034348,Cambodia
2026-12-31,50456405969.37366,2833.0589676388868,49.81120544914752,33.718128363526155,13.160354531755782,18525522.311942235,26.608675202100432,1.3117864342568828,283.5797814623284,334.601460132403,116.43132459739809,45.35992134515769,75.54601371870747,152.06750494024635,25.55724384135374,1.2318384942586555,3.2636432155579462,19.398868714441633,Cambodia
2027-12-31,54647785007.20415,3123.115819944859,49.27768178492421,31.949030928648693,12.580939770176482,18946643.3834606,27.074989833626283,1.2179693461766838,370.28848239409314,344.6040850173463,118.2609714713994,43.2540087958317,67.352337131363,130.4238546955719,28.43063384355643,1.3109061387574181,3.2206871778975312,21.30531816909516,Cambodia
2028-12-31,58002336952.83855,3340.8225457022268,50.00072947348959,31.808650582507795,10.101767157363579,19392859.932584256,27.64672300665444,1.1973878558213755,440.05344511286967,338.6208158014311,126.20923372097204,42.52768290225996,79.35027509093332,118.87020798263566,24.21529712469556,1.4728419455140582,3.493022997182855,22.876516042794165,Cambodia
2029-12-31,58967136762.91931,3370.926985721845,53.02014605637508,34.89599699299399,16.240784336660717,19571795.846467175,28.373578505725753,1.2931325941979868,480.08790005316376,362.943970236184,129.92180814253365,45.82516378837543,81.82436193752832,159.81124438497855,15.086328133248909,1.710806795903858,3.8727621680913744,24.170671438821614,Cambodia
2030-12-31,61037210042.08864,3458.4517572345253,53.79312516558632,36.520099031769064,25.81947996302889,20073709.922566637,28.963816904924485,1.3347618472694673,363.0608033878741,366.39476576719403,138.1015947256878,52.228474741110425,87.33212666342143,203.84728823131155,19.763697311466597,1.6425950811936127,3.802997355228631,25.074469799009712,Cambodia
2031-12-31,68344240669.02142,3817.3660290039397,54.85233305224094,36.92844261654025,22.316392299933895,20766087.661244825,29.529937670459148,1.195920504105162,373.2429765383213,419.5690765365047,156.9449424563602,49.12986604363647,104.10203768153204,236.6152068873934,22.211081974767076,1.56542944830225,3.732474536582439,25.723789091066692,Cambodia
2032-12-31,73678320917.66103,4226.418253940324,55.26979412234961,35.28262048090652,16.81635600952007,21138283.93602802,30.265034133827967,1.0138397970317905,498.0037920793912,491.3346221569405,160.62240236508654,46.261602756037405,83.78834834942104,250.9623289373522,23.368676563729206,1.5872385980474328,3.57485312200462,28.1874187604499,Cambodia
2033-12-31,76888172532.21906,4440.856804974765,59.552672125484094,37.64588503003242,15.08846093641763,21622235.13765542,31.107113854675728,1.1203531052736113,567.9089481505208,505.48212008960996,150.50556014794577,47.61934050189002,90.4280310623005,263.8318249392032,21.316652057557185,1.870274249524393,3.9320941994564924,30.616843132748784,Cambodia
2034-12-31,75213721769.76157,4250.049442738578,60.335469608882896,40.59862151401039,22.742484338641614,21985415.457627133,31.99026691593781,1.5124254537227468,527.6119767255681,552.2183822709688,170.35160472133902,56.35019745151325,108.75318791075087,284.70379708985297,10.750806021451583,2.2008157610880947,4.345799027006711,31.505879105031134,Cambodia
2035-12-31,78100220090.26187,4332.937907555005,60.484716628538166,41.7758345945026,26.879292603810978,22723885.847611103,32.69213715179365,1.4526586022179235,424.6593788243341,553.4013772363671,199.91659341150256,58.91353997792646,103.76128484920291,289.1001025094331,14.105663892636981,1.9749119935816353,4.201018604209909,31.441531249640263,Cambodia
2023-12-31,1474028021487.8389,4967.853155393845,40.03522866877309,16.34966734017812,2.2548496177261512,281134053.22187227,58.64907173873691,0.7311882466351811,912.655291517466,1047.7299244401229,101.1791617091853,67.90628003815304,73.28024326744469,104.68945199548682,17.206092467939868,2.550224707138067,4.426603056440143,340.40045314366984,Indonesia
2024-12-31,1593311026935.809,5342.821769298139,40.361470948036526,15.929161305017715,3.506958137225136,283634461.91893685,59.388679163242706,0.6865469665370076,872.6728787317479,1052.1439354049048,100.94733934691668,66.07842288339097,79.53014768007688,123.62980770494195,15.243307436772149,2.5563889974407683,4.409670503299859,342.2066289067285,Indonesia
2025-12-31,1707391350892.7915,5938.587259982786,42.378508267268984,15.395592412095423,1.10759918064766,287079580.896334,60.04100304762014,0.6671116359973204,886.6569423408392,994.7641262715983,103.47917903419678,65.75408316088433,79.75342891837883,133.80409834167506,15.61938106442555,2.490792492592844,4.374068827642738,362.4552758280046,Indonesia
2026-12-31,1903960837226.6885,6530.033143763048,41.22068394846382,12.33313012311229,3.045499884808688,288887548.042011,60.7407554710381,0.6649363310262111,934.1904386037146,999.6053719504619,105.59799251416806,67.31001684108436,81.12952721220415,160.55554311779917,13.99504775763937,2.5043380235823447,4.429994456756424,379.80521578369815,Indonesia
2027-12-31,2046833188327.4917,7095.377825165654,40.35130530695424,10.024637735263239,3.5048109400447873,292202867.38231355,61.46498834949166,0.6929601641362158,948.0388487639223,988.1107807349714,105.87945132618388,67.80805846209604,81.5758390043024,137.9695563744947,12.423940371317773,2.7017469267727305,4.752068083403546,399.1170091940639,Indonesia
2028-12-31,2196388417494.8232,7636.147700763165,39.4254127306371,9.249714214700937,3.7503328169400922,295057731.93223864,62.16610174781192,0.7261455153527567,946.7665092040779,1029.38239697635,108.55840789413877,67.1938176796461,82.67548878224855,178.0113236690599,11.363092095523308,2.8555082485626837,4.9588181708490175,408.3528683655654,Indonesia
2029-12-31,2184700544330.0938,7853.0444888302645,37.415724598479606,8.196076927230768,2.1429341947280465,299595815.2340665,62.84502354186567,0.7407261561683386,954.5146994417696,1064.8999492648459,108.06432646494773,66.64012653200781,78.95160571267118,210.58468394038968,11.041969558180824,2.514715659227697,4.513051444729799,417.7371469886576,Indonesia
2030-12-31,2342207568468.777,8294.737947626774,37.58370456693847,6.8626043722466115,2.9852593388067423,302098619.7171962,63.50105442514818,0.6596708269453936,982.7285507363819,1102.9314652786486,111.37784473305271,67.12671148688878,78.21521676529498,249.4963803441096,9.43981196593707,2.5707978757579792,4.61314760552764,442.04848383420585,Indonesia
2031-12-31,2320364164794.16,8485.952946718848,36.45522488372796,6.109288971426043,3.892373233030157,305495266.09223044,64.15607156126867,0.7255697743120421,995.0122952971014,1216.561788852239,111.47622786821286,67.35998129477406,77.13783574904454,229.40301762949792,8.826497607272962,2.727383577659862,4.903651743059315,463.93222454475745,Indonesia
2032-12-31,2345334006038.942,8544.801570715614,32.054896657386635,4.905508671867008,2.482808512965957,308980937.364257,64.8229029112776,0.7086431323856625,1030.863988438982,1294.5051411664085,112.51871093142472,68.75754989989271,79.48762410044407,236.78081931924854,10.474786257019412,2.85691819847971,5.039286806490494,473.799272894689,Indonesia
2033-12-31,2280564597844.679,8144.644132794503,30.19290413226925,6.029674515743121,3.212936800398002,312090048.3813634,65.47043556661946,0.6409099478411516,982.7292557685811,1419.2259536829515,110.23846487927867,66.62975226676487,82.32607692397355,296.1638708672819,7.789032731034963,2.621144057950544,4.674507893904151,469.31999750507975,Indonesia
2034-12-31,2207355961080.4663,8109.246001933817,31.634112754386415,7.064344344040652,0.7910720582401158,315891993.05253726,66.02288335909374,0.5111742615589449,994.2968626776442,1485.5227886914745,111.75839944522271,66.58619751194337,85.48243491001529,285.3806567924315,9.086241765925884,2.5646119878258187,4.634498312750074,490.86999434213897,Indonesia
2035-12-31,2267090724248.675,8158.651505503086,30.833804354182096,6.3586031546027755,2.827612267563998,316962829.6355207,66.6128530094467,0.4739139628603152,1012.85583285467,1609.2085189425766,112.98544139784093,67.60269154897416,92.90759985559656,275.46818316562474,10.526224110103907,2.7884239525958225,4.964768576520403,516.6087635367463,Indonesia
2023-12-31,424488652325.3794,12287.293485628956,38.21781270020656,21.457919707886123,3.36949705775606,34804833.35888253,78.3615127291957,1.2002913962746982,3090.135608864407,4416.318512513649,99.84371647122452,96.49875051103082,96.13051615105014,147.98839047542174,17.17464506627398,8.38738859438894,9.566237093531889,186.78558071144658,Malaysia
2024-12-31,392716962336.703,11917.696670596688,34.49379865590808,20.159748098181886,0.2583174922011344,34924265.55138439,78.57306961074734,1.0789760816123124,2950.175983455705,4623.709530041084,99.94853747097639,96.34079663051472,97.27500693674749,150.4893205711793,15.869440560362655,7.876396755495787,9.084061628707287,180.49148875665176,Malaysia
2025-12-31,374755586195.59265,11358.578484203788,34.566204336868104,22.15521563919725,2.6740989128075707,35145333.90238913,78.83872219624986,0.9440138820559674,2774.3424260181237,5031.184284979064,100.18848236974686,96.08426305033586,95.08551779313035,144.22432964017247,13.8036865556839,7.431951484880621,8.594168724039067,179.98413230412825,Malaysia
2026-12-31,435429429026.5736,11956.708077959982,34.80460566778003,21.76394976610549,4.472782357716546,35273023.01343795,79.04552886356876,0.8929801975060749,2805.073853935153,4956.049328458171,100.15844741696228,96.3047834149534,98.11334249449837,154.40875922521866,12.947067628170917,7.881666569665354,8.996142311934353,184.37741531364452,Malaysia
2027-12-31,461976054272.76904,12954.257057459532,35.94110745529873,21.07622572751719,2.8913579691663562,35270674.79550609,79.05588567511926,0.9227852536023042,2736.817205137228,4810.020209692576,100.24563102595206,96.08603707443102,97.92611281000693,162.33427921130055,14.14365825073713,7.59312817185328,8.679392585575169,188.5252577230359,Malaysia
2028-12-31,426828212870.59467,12942.331809583226,32.730319388367,20.77174501217516,0.1584754275208815,35213530.33411683,79.00829025132506,0.8718202272658284,2769.3448286512144,5126.140308813645,100.21524571745984,96.08345330730917,91.9514932839665,160.0120371809641,15.577655921586214,7.384038883517326,8.476169085093316,185.04038952828932,Malaysia
2029-12-31,461495690943.1987,13283.440567071477,34.964384096560664,21.990481395065025,4.829534730067107,35275859.613464065,79.03953731140983,0.806907474643725,2913.7127121821936,5116.848464138056,100.12923145297424,96.03428178716469,88.91846573878934,166.57786315796437,15.126496167264815,7.964624199211348,9.004710743158657,186.9202997193169,Malaysia
2030-12-31,436794782501.6017,13099.099493539847,35.10783071603303,22.82216627572528,2.1861311304146405,35329343.89261901,79.14566536699542,0.8290401487330985,2879.917388925108,5114.731726317422,100.19172466030285,95.90325740395178,93.31728778524293,161.22559834659697,13.794072548267774,7.978845064815956,9.071159723763188,184.82582219263423,Malaysia
2031-12-31,426676041251.0775,13101.796855304528,35.84349627708581,21.956632219348183,4.02769905701042,35326079.92718682,79.13102852587357,0.9616266278219926,2907.494435473926,5040.6670513675635,100.26510223366562,95.93932566635374,98.2919009303794,166.08695001863478,15.502457527407923,8.06060945531289,9.200631287660347,190.7154959259477,Malaysia
2032-12-31,402158978643.80286,12247.60333823922,33.852111917308875,20.952565531354125,1.9766594560843334,35405787.72749262,79.14394251549825,1.0715300803364207,2943.4847601796237,4985.180275625688,100.10535744645662,96.00793967977889,95.0492665826353,154.16245086558388,14.236678554959136,7.642093045802623,8.79651728725295,187.03464911279102,Malaysia
2033-12-31,417177187729.0281,11920.97403453263,35.12513215498699,21.78710321134912,3.016411864307479,35473798.53095542,79.12293916556024,1.0762517999589272,2858.862046636218,5029.965945524435,100.25213303141224,95.84430050799867,97.11218338853448,147.37718342456645,13.757940941108519,7.561756821779367,8.658462808961824,188.3141987177351,Malaysia
2034-12-31,423570030707.57745,12110.332898650828,34.439514224763876,21.30839501723899,2.2826060304638127,35585705.539758265,79.2444875904639,1.081052485062357,2878.4565025410866,4955.578262781389,100.22290956348182,96.0125408139883,96.94490025325213,146.19073037758096,15.126868494060396,7.711275960343191,8.842591913812374,191.5789778365841,Malaysia
2035-12-31,416392164749.69824,11992.860106071195,35.28462119565311,21.91159518745926,2.0580985365461193,35726197.85421593,79.31174644693576,1.031379824446541,2837.3990401790493,4883.375855588544,100.20747235594766,95.87811735314175,98.4956641156003,145.46154668079384,15.18659712444369,7.429783531782138,8.541325295719428,194.82509632992134,Malaysia
2023-12-31,71681480861.77171,1338.9429026297237,39.07025988512744,25.720294349536676,2.0854012319480777,53676705.823719874,31.689434120340373,0.6888752673190376,381.1874920510605,219.7057006500306,75.07608688546334,44.45710470825358,44.60957655958318,115.02387784085047,31.298154700443916,0.6914079739129448,2.2673132063827524,24.051901640165674,Myanmar
2024-12-31,77906820342.44113,1343.0831728642752,38.293687134868314,25.81884074220044,1.64619000994255,53378714.96130773,31.454188995021035,0.6837975767242201,375.40520977060015,216.45957113313065,74.78309449799866,42.951555793819864,45.60992480606947,135.4381306091516,32.11746269766816,0.7013185609025527,2.198975324866304,21.216249587852452,Myanmar
2025-12-31,75655211407.6577,1320.7348615021142,37.650630946784624,25.80281929253161,0.9076208809997417,53393641.78664908,31.473590139190627,0.6836856117682296,373.7838865872931,217.0604001040169,71.95942849864964,42.452009608505286,47.877041895420234,142.85494727265393,33.57934348353265,0.6314555049586381,2.117628709419368,18.467243633853688,Myanmar
2026-12-31,69511028097.84492,1288.1587640715852,37.873224599946994,25.57023180959577,1.813990499134415,53692778.783416785,31.709852878827068,0.6908927781221089,377.13826111941785,219.75623125742462,74.06257565794706,43.28412932195795,45.76048909175405,122.4106395629166,32.91483751800216,0.6067333768995008,2.182443368465002,20.083079762457864,Myanmar
2027-12-31,65756965237.86427,1284.8137985074,38.16086297394547,25.442543037850132,1.907014366109631,53854388.83043809,31.831542355644395,0.6897843994713494,380.13769167061076,220.6350075890492,74.74408309751863,44.11275499870539,43.04910137218523,105.64039219001212,32.253452141291255,0.6123964967544716,2.1767114043204954,22.846449043671946,Myanmar
